Interval=	0.001 s
ExcelDateTime=	4.5847400977275240e+004	09/07/2025 9:37:24.43658
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	PushSWE	Flow	EMG	Pressure	VolumeResp
Range=	10.000 V	500.0 mV	100.00 mV	100.00 mV	1.00 L/s.s
UnitName=	*	L/min	*	cmH2O	*
TopValue=	*	138.18	*	3526.16	*
BottomValue=	*	-135.94	*	-3491.39	*
0.35	3.200312	-19.7624	-0.3609375	12.26054	-0.0633199
0.351	3.200391	-19.75756	-0.215625	12.31536	-0.06364923
0.352	3.200625	-19.75278	-0.0578125	12.34278	-0.06397847
0.353	3.200703	-19.74794	0.1367188	12.28795	-0.06430764
0.354	3.200703	-19.7432	0.38125	12.26054	-0.06463671
0.355	3.200625	-19.73842	0.5898438	12.42501	-0.06496572
0.356	3.200703	-19.73369	0.728125	12.31536	-0.06529464
0.357	3.200703	-19.72897	0.8132813	12.26054	-0.06562349
0.358	3.200547	-19.72433	0.8734375	12.20571	-0.06595226
0.359	3.200781	-19.71981	0.84375	12.34278	-0.06628095
0.36	3.200703	-19.71531	0.7421875	12.31536	-0.06660957
0.361	3.200469	-19.71085	0.6171875	12.1783	-0.06693811
0.362	3.200625	-19.70629	0.459375	12.23313	-0.06726657
0.363	3.200703	-19.70182	0.2390625	12.15089	-0.06759497
0.364	3.200547	-19.69737	-0.0109375	12.1783	-0.06792328
0.365	3.200547	-19.69303	-0.2117188	12.20571	-0.06825153
0.366	3.200781	-19.68874	-0.3625	12.09607	-0.0685797
